coil_id,production_date,shift_code,thickness_mm,width_mm,mass_out_tons,Hours,Grade,NextProcess,total_cycle_time_min,start_datetime,end_datetime
0361432,2024-06-25,D,2.0,1223,0.56,02:26:27,AC2 0,13,10.186181933333334,2024-06-25 07:22:30.005027,2024-06-25 07:32:41.175943
7558081,2024-06-25,D,4.5,1214,1.3,02:47:39,AC5 31,13,14.762037133333333,2024-06-25 11:10:05.075934,2024-06-25 11:24:50.798162
0361457,2024-06-25,D,1.4,1230,0.4,02:29:32,AC2 31,13,12.114485366666665,2024-06-25 08:29:59.098802,2024-06-25 08:42:05.967924
7607107,2024-06-30,B,3.0,1509,24.42,02:48:36,AC2 32,13,18.236787483333334,2024-06-30 19:49:22.501760,2024-06-30 20:07:36.709009
7609012,2024-06-30,B,3.0,1512,25.32,02:39:05,AC2 32,13,17.511475216666668,2024-07-01 03:37:59.697559,2024-07-01 03:55:30.386072
7607107,2024-06-30,B,3.0,1509,1.5,02:51:15,AC2 32,13,18.236787483333334,2024-06-30 19:49:22.501760,2024-06-30 20:07:36.709009
7263041,2024-04-01,B,1.5,1226,21.54,03:13:25,AC2 31,13,10.517380766666667,2024-04-02 02:25:12.127239,2024-04-02 02:35:43.170085
7248065,2024-04-01,A,1.6,1236,22.8,03:33:49,AC2 31,13,12.406913883333335,2024-04-01 17:24:40.820149,2024-04-01 17:37:05.234982
7265050,2024-04-01,B,1.75,1231,22.38,03:49:15,AC2 31,13,10.243224133333333,2024-04-02 03:49:14.761806,2024-04-02 03:59:29.355254
7263041,2024-04-01,B,1.5,1226,1.72,03:19:08,AC2 31,13,10.517380766666667,2024-04-02 02:25:12.127239,2024-04-02 02:35:43.170085
7255064,2024-04-02,C,1.6,1228,21.12,03:40:52,RC3 22,13,11.423260033333333,2024-04-03 02:04:07.733806,2024-04-03 02:15:33.129408
7115105,2024-04-02,B,2.0,977,14.58,03:18:31,AC1 31,4,11.927818533333333,2024-04-02 08:38:40.572434,2024-04-02 08:50:36.241546
7240058,2024-04-02,C,1.9,1227,22.0,03:56:41,AC2 31,13,10.751808683333334,2024-04-02 18:24:31.590815,2024-04-02 18:35:16.699336
7240058,2024-04-02,C,1.9,1227,0.56,03:49:16,AC2 31,13,10.751808683333334,2024-04-02 18:24:31.590815,2024-04-02 18:35:16.699336
7255064,2024-04-02,C,1.6,1228,1.12,03:31:09,RC3 22,13,11.423260033333333,2024-04-03 02:04:07.733806,2024-04-03 02:15:33.129408
7115105,2024-04-02,B,2.0,977,0.4,03:24:51,AC1 31,4,11.927818533333333,2024-04-02 08:38:40.572434,2024-04-02 08:50:36.241546
7239025,2024-04-03,C,2.5,1511,24.9,03:05:17,AC2 32,13,15.780013733333334,2024-04-03 09:58:04.061552,2024-04-03 10:13:50.862376
7250068,2024-04-03,D,2.7,1508,25.7,03:40:52,AC2 31,13,16.129440333333335,2024-04-03 20:02:27.337090,2024-04-03 20:18:35.103510
7249026,2024-04-03,C,2.7,1498,21.36,03:24:57,AC2 32,13,15.144185850000001,2024-04-03 14:23:43.179536,2024-04-03 14:38:51.830687
7249030,2024-04-03,C,2.7,1509,0.82,03:48:49,AC2 32,13,16.977006433333333,2024-04-03 15:59:08.073615,2024-04-03 16:16:06.694001
7249026,2024-04-03,C,2.7,1498,3.98,03:14:12,AC2 32,13,15.144185850000001,2024-04-03 14:23:43.179536,2024-04-03 14:38:51.830687
7238041,2024-04-04,D,2.9,1334,24.8,03:20:37,RC2 35,13,15.3294756,2024-04-04 09:43:40.895622,2024-04-04 09:59:00.664158
7243030,2024-04-04,D,2.2,1302,24.12,03:51:36,AC1 37,13,13.993980816666667,2024-04-04 12:43:28.148054,2024-04-04 12:57:27.786903
7238049,2024-04-04,D,2.9,1337,24.24,03:37:02,RC2 35,13,17.95320165,2024-04-04 10:14:12.061299,2024-04-04 10:32:09.253398
7252013,2024-04-05,A,2.96,1247,22.68,03:18:00,AC2 31,4,18.410887066666664,2024-04-05 11:57:34.262450,2024-04-05 12:15:58.915674
7402025,2024-04-05,B,2.9,1238,20.8,03:00:21,AC2 32,13,16.915797533333333,2024-04-05 19:02:03.518130,2024-04-05 19:18:58.465982
9810375,2024-04-05,B,1.4,1232,13.9,03:53:27,AC2 32,13,10.397670083333333,2024-04-06 03:16:25.895992,2024-04-06 03:26:49.756197
7407069,2024-04-05,B,1.8,1209,23.34,03:32:16,AC1 37,13,12.040979366666667,2024-04-05 21:29:53.255160,2024-04-05 21:41:55.713922
7410101,2024-04-06,B,2.87,993,17.78,03:00:53,RC2 33,4,17.014847183333334,2024-04-06 11:52:07.701859,2024-04-06 12:09:08.592690
7415097,2024-04-06,C,2.01,978,17.36,03:50:16,RC1 18,4,13.588064016666667,2024-04-07 01:38:31.891246,2024-04-07 01:52:07.175087
7415098,2024-04-06,C,2.01,975,17.74,03:15:52,RC1 18,4,15.446615000000001,2024-04-07 01:52:07.175087,2024-04-07 02:07:33.971987
7410132,2024-04-06,C,2.01,981,17.0,03:36:23,RC1 18,4,15.950593849999999,2024-04-06 18:06:36.287043,2024-04-06 18:22:33.322674
7410132,2024-04-06,C,2.01,981,0.68,03:24:49,RC1 18,4,15.950593849999999,2024-04-06 18:06:36.287043,2024-04-06 18:22:33.322674
7410152,2024-04-07,D,2.01,978,17.54,03:15:51,RC1 18,4,16.46119115,2024-04-07 21:55:57.222120,2024-04-07 22:12:24.893589
7410170,2024-04-07,D,2.01,978,17.44,03:31:47,RC1 18,4,17.098840383333332,2024-04-07 23:00:25.638128,2024-04-07 23:17:31.568551
7410161,2024-04-07,D,2.01,979,17.02,03:49:41,RC1 18,4,15.930381616666667,2024-04-07 22:27:06.229293,2024-04-07 22:43:02.052190
7410128,2024-04-07,C,2.01,976,17.7,03:04:22,RC1 18,4,15.726415533333332,2024-04-07 16:41:12.268468,2024-04-07 16:56:55.853400
7410161,2024-04-07,D,2.01,979,0.56,03:45:36,RC1 18,4,15.930381616666667,2024-04-07 22:27:06.229293,2024-04-07 22:43:02.052190
7411053,2024-04-08,A,1.75,1231,22.92,03:25:08,AC2 31,13,12.120656983333333,2024-04-08 19:29:49.608525,2024-04-08 19:41:56.847944
7410060,2024-04-08,D,2.9,1235,23.06,03:12:14,RC1 18,13,16.1915878,2024-04-08 13:45:01.570395,2024-04-08 14:01:13.065663
7410060,2024-04-08,D,2.9,1235,23.06,03:12:14,RC1 18,13,16.1915878,2024-04-08 13:45:01.570395,2024-04-08 14:01:13.065663
7411027,2024-04-08,D,1.85,1232,19.96,03:49:16,AC2 31,13,11.928778300000001,2024-04-08 17:28:53.739032,2024-04-08 17:40:49.465730
7411050,2024-04-08,A,1.75,1232,23.38,03:37:23,AC2 31,13,11.357725216666667,2024-04-08 19:18:28.145012,2024-04-08 19:29:49.608525
7410061,2024-04-08,D,2.9,1234,22.74,03:04:29,RC1 18,13,16.92605005,2024-04-08 14:15:58.987563,2024-04-08 14:32:54.550566
7410061,2024-04-08,D,2.9,1234,22.74,03:04:29,RC1 18,13,16.92605005,2024-04-08 14:15:58.987563,2024-04-08 14:32:54.550566
7411027,2024-04-08,D,1.85,1232,3.0,03:54:54,AC2 31,13,11.928778300000001,2024-04-08 17:28:53.739032,2024-04-08 17:40:49.465730
7417057,2024-04-09,A,1.4,1231,20.44,03:57:18,AC2 31,13,12.791188216666665,2024-04-09 10:38:10.184797,2024-04-09 10:50:57.656090
7418044,2024-04-09,A,1.4,1228,0.0,03:23:42,AC2 31,13,11.50198795,2024-04-09 16:02:12.806507,2024-04-09 16:13:42.925784
7418044,2024-04-09,A,1.4,1228,21.18,03:36:25,AC2 31,13,11.50198795,2024-04-09 16:02:12.806507,2024-04-09 16:13:42.925784
7419042,2024-04-09,B,1.4,1232,19.92,03:15:21,AC2 31,13,12.68646215,2024-04-09 22:49:13.204841,2024-04-09 23:01:54.392570
7418044,2024-04-09,A,1.4,1228,0.9,03:24:11,AC2 31,13,11.50198795,2024-04-09 16:02:12.806507,2024-04-09 16:13:42.925784
7418044,2024-04-09,A,1.4,1228,0.68,03:36:42,AC2 31,13,11.50198795,2024-04-09 16:02:12.806507,2024-04-09 16:13:42.925784
7419042,2024-04-09,B,1.4,1232,1.0,03:04:33,AC2 31,13,12.68646215,2024-04-09 22:49:13.204841,2024-04-09 23:01:54.392570
7419042,2024-04-09,B,1.4,1232,2.22,03:19:23,AC2 31,13,12.68646215,2024-04-09 22:49:13.204841,2024-04-09 23:01:54.392570
7417057,2024-04-09,A,1.4,1231,1.74,03:42:19,AC2 31,13,12.791188216666665,2024-04-09 10:38:10.184797,2024-04-09 10:50:57.656090
7417057,2024-04-09,A,1.4,1231,1.78,03:57:37,AC2 31,13,12.791188216666665,2024-04-09 10:38:10.184797,2024-04-09 10:50:57.656090
7416043,2024-04-10,B,1.5,1236,22.94,03:15:17,AC2 31,13,13.201310666666666,2024-04-10 07:53:08.236143,2024-04-10 08:06:20.314783
7416044,2024-04-10,B,1.5,1229,21.86,03:39:40,AC2 31,13,11.326046216666667,2024-04-10 08:06:20.314783,2024-04-10 08:17:39.877556
7261087,2024-04-10,B,1.75,1229,22.14,03:54:22,AC2 31,13,11.87108455,2024-04-10 07:05:34.418663,2024-04-10 07:17:26.683736
7426055,2024-04-12,D,1.4,1229,4.78,03:50:56,AC2 31,13,12.079644216666667,2024-04-12 14:42:16.171167,2024-04-12 14:54:20.949820
7426047,2024-04-12,D,1.4,1231,21.22,03:15:44,AC2 31,13,10.969865416666666,2024-04-12 12:24:34.807605,2024-04-12 12:35:32.999530
7407097,2024-04-12,D,2.0,847,15.36,03:37:19,CC1 33,13,12.69787605,2024-04-12 07:55:22.547286,2024-04-12 08:08:04.419849
7426047,2024-04-12,D,1.4,1231,1.32,03:03:16,AC2 31,13,10.969865416666666,2024-04-12 12:24:34.807605,2024-04-12 12:35:32.999530
7407097,2024-04-12,D,2.0,847,1.32,03:26:02,CC1 33,13,12.69787605,2024-04-12 07:55:22.547286,2024-04-12 08:08:04.419849
7429038,2024-04-13,B,1.5,1233,22.68,03:45:21,AC2 31,13,11.0459288,2024-04-14 04:49:02.588494,2024-04-14 05:00:05.344222
7265039,2024-04-13,A,1.75,1228,22.52,03:16:06,AC2 31,13,12.1780676,2024-04-13 16:01:28.832480,2024-04-13 16:13:39.516536
7243026,2024-04-13,A,2.9,1234,22.76,03:31:12,AC2 31,13,16.668487533333334,2024-04-13 11:56:47.204209,2024-04-13 12:13:27.313461
7265039,2024-04-13,A,1.75,1228,0.62,03:05:13,AC2 31,13,12.1780676,2024-04-13 16:01:28.832480,2024-04-13 16:13:39.516536
7430035,2024-04-13,B,1.4,1229,1.64,03:55:51,AC2 31,13,11.115750116666668,2024-04-14 05:47:12.336619,2024-04-14 05:58:19.281626
7211045,2024-04-14,B,2.4,1238,20.76,03:03:25,AC2 31,13,17.489031883333332,2024-04-14 07:49:05.778107,2024-04-14 08:06:35.120020
7403029,2024-04-14,B,2.9,1235,20.78,03:32:49,AC2 31,13,15.990238366666667,2024-04-14 15:46:06.976437,2024-04-14 16:02:06.390739
7265035,2024-04-14,B,1.75,1227,23.14,03:19:37,AC2 31,13,11.875784466666666,2024-04-14 14:05:28.971595,2024-04-14 14:17:21.518663
7236111,2024-04-14,B,2.3,1195,21.18,03:54:03,RC3 1,13,15.840481783333333,2024-04-14 09:23:37.150989,2024-04-14 09:39:27.579896
7211045,2024-04-14,B,2.4,1238,0.0,03:04:30,AC2 31,13,17.489031883333332,2024-04-14 07:49:05.778107,2024-04-14 08:06:35.120020
7403029,2024-04-14,B,2.9,1235,1.2,03:23:45,AC2 31,13,15.990238366666667,2024-04-14 15:46:06.976437,2024-04-14 16:02:06.390739
7236111,2024-04-14,B,2.3,1195,1.6,03:43:44,RC3 1,13,15.840481783333333,2024-04-14 09:23:37.150989,2024-04-14 09:39:27.579896
7243032,2024-04-15,C,2.2,1299,25.22,03:44:47,AC1 37,13,17.043421616666667,2024-04-15 10:39:02.076847,2024-04-15 10:56:04.682144
7238046,2024-04-15,C,2.9,1337,21.58,03:12:10,RC2 35,13,16.3055239,2024-04-15 08:56:59.460705,2024-04-15 09:13:17.792139
7238050,2024-04-15,C,2.9,1336,22.24,03:23:51,RC2 35,13,16.257166166666668,2024-04-15 10:04:16.469648,2024-04-15 10:20:31.899618
7238046,2024-04-15,C,2.9,1337,2.28,03:06:03,RC2 35,13,16.3055239,2024-04-15 08:56:59.460705,2024-04-15 09:13:17.792139
7435063,2024-04-17,B,1.5,1227,21.5,03:43:29,AC2 31,13,11.394606633333332,2024-04-18 02:11:36.871633,2024-04-18 02:23:00.548031
HE79778,2024-04-17,A,2.3,1225,9.74,03:10:20,AC2 31,13,16.89987215,2024-04-18 11:31:29.954835,2024-04-18 11:48:23.947164
HE80021,2024-04-17,A,2.5,1225,19.34,03:26:14,RC7 4,13,15.147476750000001,2024-04-18 12:06:18.246537,2024-04-18 12:21:27.095142
7435063,2024-04-17,B,1.5,1227,1.48,03:31:55,AC2 31,13,11.394606633333332,2024-04-18 02:11:36.871633,2024-04-18 02:23:00.548031
7435043,2024-04-17,B,1.5,1227,1.82,03:49:07,AC2 32,13,11.6306197,2024-04-17 21:59:17.134268,2024-04-17 22:10:54.971450
HE80021,2024-04-17,A,2.5,1225,1.26,03:16:56,RC7 4,13,15.147476750000001,2024-04-18 12:06:18.246537,2024-04-18 12:21:27.095142
7435041,2024-04-18,C,1.5,1229,19.32,03:00:58,AC2 31,13,10.81433625,2024-04-18 20:09:09.254374,2024-04-18 20:19:58.114549
7437040,2024-04-18,C,1.47,1236,20.72,03:56:50,AC2 31,13,11.41025085,2024-04-19 01:10:05.146920,2024-04-19 01:21:29.761971
7435044,2024-04-18,C,1.5,1233,21.84,03:42:29,AC2 31,13,12.517009516666667,2024-04-18 20:19:58.114549,2024-04-18 20:32:29.135120
7435066,2024-04-18,C,1.5,1231,21.0,03:12:33,AC2 31,13,11.04628825,2024-04-18 22:21:38.098913,2024-04-18 22:32:40.876208
7437044,2024-04-18,C,1.45,1229,21.44,03:25:18,AC2 31,13,12.291490683333334,2024-04-19 01:54:45.163288,2024-04-19 02:07:02.652729
7437040,2024-04-18,C,1.47,1236,1.94,03:55:53,AC2 31,13,11.41025085,2024-04-19 01:10:05.146920,2024-04-19 01:21:29.761971
7435066,2024-04-18,C,1.5,1231,2.12,03:04:16,AC2 31,13,11.04628825,2024-04-18 22:21:38.098913,2024-04-18 22:32:40.876208
7437044,2024-04-18,C,1.45,1229,1.86,03:19:42,AC2 31,13,12.291490683333334,2024-04-19 01:54:45.163288,2024-04-19 02:07:02.652729
9810623,2024-04-19,C,1.75,1229,4.86,03:22:53,AC2 31,13,12.008659333333332,2024-04-20 10:53:27.867098,2024-04-20 11:05:28.386658
9810620,2024-04-19,C,1.4,1232,6.56,03:57:38,AC2 31,13,11.359268216666667,2024-04-20 10:42:06.311005,2024-04-20 10:53:27.867098
9810145,2024-04-19,C,1.8,1170,9.34,03:11:48,AC2 31,13,11.121104599999999,2024-04-20 06:39:28.453470,2024-04-20 06:50:35.719746
HL68085,2024-04-19,C,1.4,1219,21.12,03:38:37,AC2 31,13,11.113335383333332,2024-04-20 11:05:28.386658,2024-04-20 11:16:35.186781
9810620,2024-04-19,C,1.4,1232,2.24,03:47:53,AC2 31,13,11.359268216666667,2024-04-20 10:42:06.311005,2024-04-20 10:53:27.867098
9810620,2024-04-19,C,1.4,1232,0.36,03:58:02,AC2 31,13,11.359268216666667,2024-04-20 10:42:06.311005,2024-04-20 10:53:27.867098
7427034,2024-04-20,A,5.95,1432,9.74,03:59:51,AC2 31,13,15.933087966666667,2024-04-20 19:32:39.320741,2024-04-20 19:48:35.306019
7433063,2024-04-20,A,2.6,1457,26.46,03:39:29,AC5 37,13,20.532867283333335,2024-04-20 20:21:20.081123,2024-04-20 20:41:52.053160
7438017,2024-04-20,A,2.6,1457,26.38,03:49:58,AC5 37,13,15.205933966666667,2024-04-20 22:41:10.641755,2024-04-20 22:56:22.997793
7423009,2024-04-21,A,4.4,1213,22.58,03:51:59,AC2 31,13,17.254132833333333,2024-04-21 14:35:15.959329,2024-04-21 14:52:31.207299
7437055,2024-04-21,B,1.8,1216,22.98,03:10:26,AC1 37,13,11.28449575,2024-04-21 18:49:45.572166,2024-04-21 19:01:02.641911
9810456,2024-04-21,A,1.8,1215,22.18,03:24:52,AC1 37,13,11.722078466666666,2024-04-22 10:05:23.444579,2024-04-22 10:17:06.769287
7429061,2024-04-21,A,1.8,1214,20.72,03:40:24,AC1 37,13,11.78404335,2024-04-21 15:29:31.185391,2024-04-21 15:41:18.227992
7264012,2024-04-21,A,2.5,1251,0.74,03:58:18,AC1 33,4,16.439655366666667,2024-04-21 10:46:51.116477,2024-04-21 11:03:17.495799
7429061,2024-04-21,A,1.8,1214,2.22,03:32:23,AC1 37,13,11.78404335,2024-04-21 15:29:31.185391,2024-04-21 15:41:18.227992
7262067,2024-04-22,B,2.5,1110,18.74,03:25:14,AC2 32,4,14.666872683333334,2024-04-22 12:14:53.994511,2024-04-22 12:29:34.006872
7443058,2024-04-22,B,1.5,1230,21.46,03:57:08,AC2 31,13,11.226016716666667,2024-04-23 07:19:14.874718,2024-04-23 07:30:28.435721
7443040,2024-04-22,C,1.5,1230,20.8,03:44:29,AC2 31,13,10.767485383333334,2024-04-23 00:43:15.609946,2024-04-23 00:54:01.659069
7262067,2024-04-22,B,2.5,1110,0.62,03:10:49,AC2 32,4,14.666872683333334,2024-04-22 12:14:53.994511,2024-04-22 12:29:34.006872
7443058,2024-04-22,B,1.5,1230,1.3,03:47:10,AC2 31,13,11.226016716666667,2024-04-23 07:19:14.874718,2024-04-23 07:30:28.435721
7443040,2024-04-22,C,1.5,1230,2.4,03:31:41,AC2 31,13,10.767485383333334,2024-04-23 00:43:15.609946,2024-04-23 00:54:01.659069
7422028,2024-04-23,C,2.2,1303,24.72,03:14:11,AC1 37,13,13.415168816666666,2024-04-23 14:59:30.092667,2024-04-23 15:12:55.002796
7433251,2024-04-23,C,3.5,1513,24.84,03:33:20,RC1 3,13,17.1790854,2024-04-23 16:24:59.629828,2024-04-23 16:42:10.374952
7433253,2024-04-23,C,3.5,1509,24.68,03:55:44,RC1 3,13,17.386549516666665,2024-04-23 16:57:20.049534,2024-04-23 17:14:43.242505
7253048,2024-04-24,D,3.8,1309,13.64,03:53:31,AC1 36,4,15.262958866666667,2024-04-24 07:54:19.050009,2024-04-24 08:09:34.827541
7253048,2024-04-24,D,3.8,1309,11.72,03:59:22,AC1 36,4,15.262958866666667,2024-04-24 07:54:19.050009,2024-04-24 08:09:34.827541
7438030,2024-04-24,D,2.6,1456,17.44,03:03:54,AC5 37,13,17.708961383333335,2024-04-24 16:08:52.422251,2024-04-24 16:26:34.959934
7448022,2024-04-24,A,2.6,1457,26.4,03:30:30,AC5 37,13,17.23027361666667,2024-04-24 22:37:00.686801,2024-04-24 22:54:14.503218
7438028,2024-04-24,D,2.6,1466,26.3,03:17:52,AC5 37,13,16.477562966666667,2024-04-24 15:36:10.031708,2024-04-24 15:52:38.685486
7428023,2024-04-24,D,4.4,1387,25.26,03:40:18,RC1 18,13,15.567556483333334,2024-04-24 10:23:12.467156,2024-04-24 10:38:46.520545
7440044,2024-04-25,B,4.5,1235,6.5,03:34:37,RC6 33,13,16.67367265,2024-04-25 20:54:05.000129,2024-04-25 21:10:45.420488
7440044,2024-04-25,B,4.5,1235,14.24,03:42:02,RC6 33,13,16.67367265,2024-04-25 20:54:05.000129,2024-04-25 21:10:45.420488
7216221,2024-04-25,A,4.0,1235,10.16,03:28:40,RC1 3,13,16.06849821666667,2024-04-25 08:52:18.236428,2024-04-25 09:08:22.346321
7216221,2024-04-25,A,4.0,1235,1.98,03:21:00,RC1 3,13,16.06849821666667,2024-04-25 08:52:18.236428,2024-04-25 09:08:22.346321
9810678,2024-04-26,C,2.9,1239,22.66,03:11:37,AC2 31,13,15.376199016666668,2024-04-26 20:34:53.634082,2024-04-26 20:50:16.206023
7450041,2024-04-26,B,1.5,1229,20.38,03:50:10,AC2 31,13,10.246441766666667,2024-04-26 15:25:25.463121,2024-04-26 15:35:40.249627
7450040,2024-04-26,B,1.5,1231,20.92,03:27:53,AC2 31,13,11.408653616666667,2024-04-26 14:51:02.957214,2024-04-26 15:02:27.476431
7450041,2024-04-26,B,1.5,1229,1.86,03:40:23,AC2 31,13,10.246441766666667,2024-04-26 15:25:25.463121,2024-04-26 15:35:40.249627
7450041,2024-04-26,B,1.5,1229,0.92,03:53:53,AC2 31,13,10.246441766666667,2024-04-26 15:25:25.463121,2024-04-26 15:35:40.249627
7450040,2024-04-26,B,1.5,1231,1.66,03:17:22,AC2 31,13,11.408653616666667,2024-04-26 14:51:02.957214,2024-04-26 15:02:27.476431
7450040,2024-04-26,B,1.5,1231,0.52,03:31:02,AC2 31,13,11.408653616666667,2024-04-26 14:51:02.957214,2024-04-26 15:02:27.476431
7451057,2024-04-27,D,1.5,1228,21.1,03:39:03,AC2 31,13,11.670247533333333,2024-04-28 04:41:39.405434,2024-04-28 04:53:19.620286
7451067,2024-04-27,C,1.5,1229,21.32,03:53:18,AC2 31,13,12.1589232,2024-04-28 06:25:24.459212,2024-04-28 06:37:33.994604
7446102,2024-04-27,D,2.9,1235,22.22,03:09:58,RC1 18,13,17.076916233333336,2024-04-27 19:36:02.474231,2024-04-27 19:53:07.089205
7453038,2024-04-27,C,1.5,1226,21.48,03:25:37,AC2 31,13,10.553813333333332,2024-04-28 09:54:48.771108,2024-04-28 10:05:21.999908
7453039,2024-04-27,C,1.5,1224,1.3,03:59:05,AC2 31,13,11.700962016666667,2024-04-28 10:16:11.438872,2024-04-28 10:27:53.496593
7451057,2024-04-27,D,1.5,1228,1.9,03:34:07,AC2 31,13,11.670247533333333,2024-04-28 04:41:39.405434,2024-04-28 04:53:19.620286
7451067,2024-04-27,C,1.5,1229,2.02,03:48:56,AC2 31,13,12.1589232,2024-04-28 06:25:24.459212,2024-04-28 06:37:33.994604
7446102,2024-04-27,D,2.9,1235,0.62,03:05:24,RC1 18,13,17.076916233333336,2024-04-27 19:36:02.474231,2024-04-27 19:53:07.089205
7453038,2024-04-27,C,1.5,1226,1.44,03:18:14,AC2 31,13,10.553813333333332,2024-04-28 09:54:48.771108,2024-04-28 10:05:21.999908
7259028,2024-04-28,D,2.5,1246,20.84,03:42:31,AC2 31,4,15.913023016666667,2024-04-28 09:22:38.061931,2024-04-28 09:38:32.843312
0360453,2024-04-28,D,2.0,950,11.52,03:08:12,AC1 31,4,12.0409696,2024-04-28 06:16:46.448743,2024-04-28 06:28:48.906919
7259029,2024-04-28,D,2.5,1252,22.66,03:23:56,AC2 31,4,15.067636349999999,2024-04-28 09:54:02.800209,2024-04-28 10:09:06.858390
7218029,2024-04-28,D,3.0,1234,13.04,03:55:37,AC2 31,13,16.490080083333332,2024-04-28 08:31:18.575890,2024-04-28 08:47:47.980695
7259028,2024-04-28,D,2.5,1246,1.72,03:38:52,AC2 31,4,15.913023016666667,2024-04-28 09:22:38.061931,2024-04-28 09:38:32.843312
7259028,2024-04-28,D,2.5,1246,1.32,03:43:31,AC2 31,4,15.913023016666667,2024-04-28 09:22:38.061931,2024-04-28 09:38:32.843312
7259029,2024-04-28,D,2.5,1252,1.06,03:26:14,AC2 31,4,15.067636349999999,2024-04-28 09:54:02.800209,2024-04-28 10:09:06.858390
7446063,2024-04-29,B,2.36,1237,14.28,03:32:05,RC3 1,4,16.358386166666666,2024-04-30 04:57:02.780237,2024-04-30 05:13:24.283407
7445060,2024-04-29,B,1.5,1231,19.38,03:17:50,AC2 31,13,11.2945038,2024-04-30 04:45:45.110009,2024-04-30 04:57:02.780237
HE80125,2024-04-29,A,2.4,1216,21.74,03:52:02,AC5 34,13,16.68816603333333,2024-04-30 09:50:04.846583,2024-04-30 10:06:46.136545
7445060,2024-04-29,B,1.5,1231,2.68,03:03:30,AC2 31,13,11.2945038,2024-04-30 04:45:45.110009,2024-04-30 04:57:02.780237
7445060,2024-04-29,B,1.5,1231,1.0,03:18:48,AC2 31,13,11.2945038,2024-04-30 04:45:45.110009,2024-04-30 04:57:02.780237
HE80125,2024-04-29,A,2.4,1216,0.98,03:44:02,AC5 34,13,16.68816603333333,2024-04-30 09:50:04.846583,2024-04-30 10:06:46.136545
7433014,2024-04-30,B,2.9,1233,22.96,03:40:32,AC2 31,13,15.080200266666667,2024-04-30 15:04:52.130200,2024-04-30 15:19:56.942216
7443016,2024-04-30,C,2.9,1230,23.28,03:05:44,AC2 31,13,15.751877,2024-04-30 21:57:51.909767,2024-04-30 22:13:37.022387
7450067,2024-04-30,C,1.75,1173,20.82,03:30:55,AC2 31,13,10.478315366666667,2024-05-01 03:40:29.686538,2024-05-01 03:50:58.385460
7433018,2024-04-30,B,2.9,1233,23.0,03:15:03,AC2 31,13,17.651392366666666,2024-04-30 15:36:30.083019,2024-04-30 15:54:09.166561
7445076,2024-04-30,C,1.8,1172,20.34,03:55:53,AC1 31,13,10.803095433333334,2024-05-01 00:45:43.337213,2024-05-01 00:56:31.522939
7450067,2024-04-30,C,1.75,1173,1.98,03:22:08,AC2 31,13,10.478315366666667,2024-05-01 03:40:29.686538,2024-05-01 03:50:58.385460
7445076,2024-04-30,C,1.8,1172,0.54,03:46:18,AC1 31,13,10.803095433333334,2024-05-01 00:45:43.337213,2024-05-01 00:56:31.522939
7223054,2024-05-01,C,1.5,1229,15.98,03:56:32,RC3 22,13,10.567815099999999,2024-05-01 07:55:39.263651,2024-05-01 08:06:13.332557
9811087,2024-05-01,D,1.9,1227,20.74,03:00:12,AC2 31,13,11.021783933333333,2024-05-02 02:42:36.084523,2024-05-02 02:53:37.391559
7223066,2024-05-01,C,1.5,1229,22.02,03:37:15,RC3 22,13,11.050682700000001,2024-05-01 08:49:43.538317,2024-05-01 09:00:46.579279
7223059,2024-05-01,C,1.5,1229,21.22,03:15:19,RC3 22,13,11.251982166666666,2024-05-01 08:27:13.698788,2024-05-01 08:38:28.817718
7223054,2024-05-01,C,1.5,1229,1.08,03:43:41,RC3 22,13,10.567815099999999,2024-05-01 07:55:39.263651,2024-05-01 08:06:13.332557
7223066,2024-05-01,C,1.5,1229,0.78,03:24:40,RC3 22,13,11.050682700000001,2024-05-01 08:49:43.538317,2024-05-01 09:00:46.579279
7223059,2024-05-01,C,1.5,1229,0.52,03:04:36,RC3 22,13,11.251982166666666,2024-05-01 08:27:13.698788,2024-05-01 08:38:28.817718
7223059,2024-05-01,C,1.5,1229,1.16,03:20:30,RC3 22,13,11.251982166666666,2024-05-01 08:27:13.698788,2024-05-01 08:38:28.817718
7440110,2024-05-02,A,4.5,920,17.74,03:31:45,RC6 33,13,18.762504133333334,2024-05-02 20:12:29.877347,2024-05-02 20:31:15.627595
7440107,2024-05-02,A,4.5,918,16.48,03:42:16,RC6 33,13,17.6006259,2024-05-02 19:54:53.839793,2024-05-02 20:12:29.877347
7109083,2024-05-02,D,4.5,917,16.08,03:20:42,RC6 33,13,15.3533931,2024-05-02 11:22:16.813578,2024-05-02 11:37:38.017164
7440107,2024-05-02,A,4.5,918,1.3,03:45:58,RC6 33,13,17.6006259,2024-05-02 19:54:53.839793,2024-05-02 20:12:29.877347
7109083,2024-05-02,D,4.5,917,1.22,03:05:01,RC6 33,13,15.3533931,2024-05-02 11:22:16.813578,2024-05-02 11:37:38.017164
7501027,2024-05-11,A,2.96,1253,22.94,03:29:41,AC2 31,4,18.57125681666667,2024-05-11 11:17:41.441669,2024-05-11 11:36:15.717078
7501031,2024-05-11,A,2.9,1237,22.98,03:57:54,AC2 31,13,19.126583033333336,2024-05-11 12:10:50.041692,2024-05-11 12:29:57.636674
